Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity,Translation_Predicted
1/1/1900 0:08,1/1/1900 0:08,Niebiescy?,The Blues?,curiosity,neutral,mild,"You know, I'm gonna have to say that, uh..."
1/1/1900 0:08,1/1/1900 0:08,Tak!,Yes!,agreement,happiness,mild,"Yeah, that's how it's been."
1/1/1900 0:08,1/1/1900 0:08,Gotujemy!,We are cooking!,enthusiasm,happiness,moderate,We're gonna take a look at that.
1/1/1900 0:08,1/1/1900 0:08,Drużyna Czerwonych to kucharze odrzuceni przez Leszka.,The Red Team consists of chefs rejected by Leszek.,rejection,sadness,moderate,"Secondly, it's a new chef's office, and it's the second-hand chef's ever made up."
1/1/1900 0:08,1/1/1900 0:08,Odrzuceni nie oznacza gorsi.,Being rejected does not mean being worse.,reassurance,happiness,mild,"From now on, it doesn't mean the worseest thing to do with the axles."
1/1/1900 0:08,1/1/1900 0:08,"Planem jest to, żeby zrobić najpyszniejszą pizzę, żeby wszystkie dzieci były zaszarowane naszą pizzą.",The plan is to make the most delicious pizza so that all the children are enchanted by our pizza.,enthusiasm,happiness,moderate,"The plan is to be taken to our kids, and all the kids are the pizza."
1/1/1900 0:08,1/1/1900 0:08,"Fajnie jest gotować dla takiej ilości osób, taki live cooking.","It's nice to cook for such a number of people, such live cooking.",enjoyment,happiness,mild,"Well, it's a good thing for people to cook you, and it's nice to cook."
1/1/1900 0:08,1/1/1900 0:08,A jak oni sobie radzą?,And how are they coping?,curiosity,neutral,mild,And they're going to be able to carry out like they're going to die.
1/1/1900 0:08,1/1/1900 0:08,U niebieskich wszystko działa jak w zegarku.,"With the blues, everything works like clockwork.",admiration,happiness,mild,"It's as if it works in heaven's sunrise, and it's all working for the sky."
1/1/1900 0:08,1/1/1900 0:08,Nie stresujemy się!,We are not stressing!,reassurance,neutral,mild,We're gonna stress the stress of the church!
1/1/1900 0:08,1/1/1900 0:08,Stresujemy się!,We are stressed!,anxiety,fear,moderate,We're going to go to the address of the Merchant!
1/1/1900 0:08,1/1/1900 0:08,Nie stresujemy się!,We are not stressing!,reassurance,happiness,mild,We're gonna stress the stress of the church!
1/1/1900 0:08,1/1/1900 0:08,"Leszek, kapitan niebieski wymyślił chipsy i nuggetsy.","Leszek, the blue captain invented chips and nuggets.",amusement,happiness,mild,"Captain Lewis, he's got a blue, and he's got a blue record of a blue chip."
1/1/1900 0:08,1/1/1900 0:08,Mega amerykańskie menu.,Mega American menu.,interest,neutral,mild,"Medically, Melanie and I have a feeling that the American."
1/1/1900 0:08,1/1/1900 0:08,"Powiem szczerze, że jestem trochę zasmucona.","I'll be honest, I'm a little sad.",disappointment,sadness,mild,I'll tell you that I'm a little bit confused.
08:52.4,08:56.9,"Niebezpiecznie, bo moim zdaniem pizza dla 150 osób to jest niemożliwe.","Dangerous, because in my opinion pizza for 150 people is impossible.",doubt,fear,moderate,"I think it's possible to have a pizza, 'cause it's impossible for people to have a pizza."
08:56.9,08:58.9,"Pizze nie wyobrażam, to jest niemożliwe.","I can't imagine pizza, it's impossible.",incredulity,surprise,moderate,"Piper, I can't believe that this is possible."
08:58.9,09:00.9,Ile pizze ma na 150 dzieci?,How many pizzas are there for 150 children?,curiosity,neutral,neutral,How many kids are you?
09:01.8,09:04.3,"Krzysiek, jesteś kapitan, ty masz kierować to, nie ja.","Krzysiek, you are the captain, you are supposed to lead this, not me.",resignation,sadness,mild,"Captain, you're the one who's got a bag of tricks, and I don't have a pocket."
09:04.3,09:08.2,"Myślałem, chłopie, idź mi stąd, daj mi pracować, tak?","I thought, man, get out of here, let me work, right?",irritation,anger,moderate,"I thought you'd better be working with me, man, get out of here."
09:08.2,09:10.7,"Ale szybszej, co ty mi robisz, kolego?","But faster, what are you doing to me, buddy?",impatience,anger,mild,"But, buddy, what are you doing?"
09:11.5,09:12.9,Jak postawisz ten ser?,How will you place that cheese?,curiosity,neutral,mild,How's that trip to the show?
09:13.5,09:17.9,"Dzieci, dzieci, dzieci, a za dziećmi jeszcze stały dzieci.","Children, children, children, and behind the children there were still more children standing.",overwhelm,surprise,intense,"Kids, children, children, children, children, children, children, children, children, and children, and children, and children, and children, you're gonna have a baby."
09:22.5,09:23.5,Jak to idzie?,How is it going?,curiosity,neutral,neutral,How's it going to happen to you?
09:24.5,09:27.5,"Ja cały czas kontroluję, jak jest na wszystkich stanowiskach",I am constantly monitoring how things are at all the stations,vigilance,neutral,mild,"I'm working all the time, like, a security guard control."
09:27.5,09:30.5,"no i pomagam te nieszczęsne naleśniki, żeby z nich wybrnąć.","so I'm helping with these unfortunate pancakes, just to get out of it.",resignation,sadness,mild,"I'm asking you to be able to help with them, and I'm going to help you with them."
09:30.5,09:31.5,"Jakie nieszczęsne, o czym ty mówisz?","What unfortunate things, what are you talking about?",confusion,surprise,mild,What are you talking about?
09:31.5,09:32.5,Ale będzie zaraz dobrze.,But it will be fine soon.,reassurance,happiness,mild,"But it's gonna be okay, and it's gonna be good for you."
09:32.5,09:35.5,"Pierwszych mi się nie udało, natomiast nie jest to nic strasznego,","I didn't succeed with the first ones, but it's nothing terrible,",acceptance,neutral,mild,"First of all, it's terrible, it's not terrible."
09:35.5,09:37.5,bo ja jestem człowiekiem.,because I am a human being.,assertion,neutral,neutral,"Because I'm a man, and I'm a man."
09:37.5,09:40.5,"Zresztą zasada też jest taka, która mówi, że zawsze pierwszy idzie","Anyway, the rule is also that the first one always goes",assertion,neutral,neutral,"And the rule is that the rule of the first rule is that the rule is, and the rule of the first rule is,"
09:40.5,09:42.5,"do zjedzenia na szybko, tak?","to eat quickly, right?",curiosity,neutral,mild,"It's so fast to eat, so fast, you're gonna eat the food, right?"
09:42.5,09:43.5,"Ilesiek, co to jest?","Ilesiek, what is this?",curiosity,neutral,mild,"How much is this, uh, what's going on?"
09:43.5,09:44.5,To jest niespodzianka.,This is a surprise.,unexpectedness,surprise,moderate,"This is a surprise, and it's a surprise."
09:44.5,09:46.5,"Ale powiedz mi, jaka niespodzianka?","But tell me, what surprise?",curiosity,surprise,mild,"But tell me, what's the matter with the surprise?"
09:46.5,09:48.5,To jak będzie niespodzianka?,So will there be a surprise?,curiosity,surprise,mild,"It's like the surprise of a surprise, and it's gonna be a surprise."
09:48.5,09:49.5,"Powiedz mi, co to jest?","Tell me, what is this?",curiosity,neutral,mild,"Tell me what it is, what is it?"
09:49.7,09:50.7,To ma być beza na początku.,This is supposed to be meringue at the beginning.,expectation,neutral,neutral,This has to be the beginning of the beginning of the beginning of the beginning of the first place.
09:52.7,09:53.7,Beza?,Beza?,curiosity,neutral,mild,"No offense, no, no, no, no, no."
09:53.7,09:54.7,"Podnosimy poprzeczkę, tak.","We are raising the bar, yes.",determination,happiness,moderate,"We're gonna put together a quarterback, and that's the case that we're going to make."
09:54.7,09:56.7,"Słuchajcie, wysoka poczewka, wysoka.","Listen, high expectation, high.",expectation,neutral,mild,"Look, it's a high-end, high-old girl, it's hard to get up."
09:56.7,09:57.7,Wysoka.,High.,neutrality,neutral,neutral,It's a lot of fun for me to think of you.
09:57.7,09:58.7,Tam przygotuję się.,I will get ready there.,preparation,neutral,neutral,That's where I'm going to start doing it.
09:58.7,09:59.7,Dwie i pół godziny.,Two and a half hours.,impatience,anger,mild,"Two hours and a half hours ago, you know what I'm saying."
09:59.7,10:02.7,"Leszku, wracaj na ziemi, wracaj na ziemi, Leszku.","Leszek, come back to earth, come back to earth, Leszek.",concern,fear,moderate,"Lewis, you go back to the ground, go back to the ground, and you're back on the ground."
10:02.7,10:03.7,Wracam do pracy.,I'm going back to work.,resignation,neutral,neutral,"I'm back in work, and I'm back on the job."
10:03.7,10:04.7,Wracaj.,Come back.,command,neutral,neutral,Go back back to the circus.
10:07.7,10:09.7,"Lub dwa razy po trzy kilo, to idziemy z ogromnym zapasem ciasta,","Or two times three kilos, so we're going with a huge supply of cake,",assurance,neutral,mild,"Or we're going to go to a big hole in a big row, and we're going to go to a big hole."
10:09.7,10:12.7,"ale wolę z ogromnym zapasem, niż ma zabraknąć, tak?","but I prefer to have a huge surplus, rather than run out, right?",prudence,fear,mild,"I'd like to take over a big deal, but there's a big deal, so I'd like to take a big deal, right?"
10:12.7,10:15.7,"Sam się zgłosiłem do wyrabiania ciasta,","I volunteered myself to knead the dough,",willingness,happiness,mild,I've been asking myself to meet you in the middle of the woods.
10:15.9,10:18.9,"gdyż wiedziałem, że mi najbardziej starczy siły",because I knew that I would have the most strength,confidence,happiness,mild,'Cause I knew I'd be the biggest power of the old man... 'cause I knew the world's biggest power.
10:18.9,10:21.9,na wyrobienie dziesięciu kilo mąki.,to knead ten kilos of flour.,determination,neutral,neutral,He's got a hell of a lot of revenge on his conscience.
10:26.9,10:28.9,"Tu jeszcze musi ze szklana wody wejść, tak?","Here, someone still has to come in with a glass of water, right?",expectation,neutral,mild,"There must be some water on the water, and there's still one more water on the water."
10:28.9,10:31.9,"To jest typowy pieróg, a to ma być dwa razy lżejszy.","This is a typical dumpling, and this one is supposed to be twice as light.",expectation,neutral,mild,"This is the first time I've got a mask, and it's a massacre, and it's a massacre."
10:33.9,10:34.9,Synu.,Son.,affection,happiness,mild,"Son, there's a mix-up to Syracuse."
10:34.9,10:35.9,"Tak, matko?","Yes, mother?",readiness,neutral,neutral,"Yeah, well, you know, there's a mother like that, right?"
10:35.9,10:36.9,Popraw się.,Improve yourself.,criticism,anger,mild,"You know, I'm gonna have to take a look at this."
10:36.9,10:37.9,Poprawię.,I will correct it.,determination,neutral,mild,I'm gonna take a look at this.
10:39.9,10:41.9,"Zostawiam, niech się trochę przeżyje.","I leave it, let it be experienced a little.",resignation,sadness,mild,Let's just leave it to the house.
10:42.0,10:43.0,Co się ma przeżyć?,What is meant to be experienced?,curiosity,neutral,neutral,What's the matter with the map?
10:43.0,10:47.0,"Drożdże popracować, żeby tylko podjadły sobie.","Let the yeast work, just so they nibble a little.",anticipation,neutral,mild,"It's just that they're working on the screen, and it's the only one who's working for themselves."
10:47.0,10:48.0,To ma...,It has...,uncertainty,neutral,neutral,"It's a matter of a map, and it's got a map."
10:48.0,10:49.0,"O, przepraszam.","Oh, I'm sorry.",regret,sadness,mild,"Oh, I'm sorry, I'm sorry."
10:49.0,10:50.0,To ma urosnąć?,Is this supposed to grow?,doubt,surprise,mild,"That's a lovely thing, isn't it?"
10:50.0,10:51.0,Tak.,Yes.,acceptance,neutral,neutral,"Yeah, well, that's how it's been."
10:53.0,10:54.0,"Maria, co robisz?","Maria, what are you doing?",curiosity,neutral,mild,"Maria, what are you doing?"
10:54.0,10:55.0,Ubijam białka.,I'm beating egg whites.,focus,neutral,neutral,I'm gonna give up a white white man's life.
10:55.0,10:58.0,"Do ciasta, do ciasta, do brownies.","For cake, for cake, for brownies.",enthusiasm,happiness,mild,It's gonna be fun for you to play with a little bit of a ballplayer.
10:58.0,11:00.0,To jest uśmiech murzynka.,This is the smile of a black boy.,affection,happiness,mild,It's a smile for him to smile.
11:00.0,11:02.0,Uśmiech murzynka.,Smile of a black boy.,warmth,happiness,mild,It's a disgrace to the gurney.
11:02.0,11:04.0,Rozweseli dzisiaj dzieci.,He will cheer up the children today.,cheerfulness,happiness,mild,They've been monitoring the kids today.
11:04.0,11:05.0,I wygramy.,And we will win.,confidence,happiness,moderate,And we won't win the same thing.
11:05.2,11:07.2,Minęło 45 minut.,45 minutes have passed.,impatience,anger,mild,It's been a 45 minutes since it happened.
11:07.2,11:08.2,Cieszycie się?,Are you happy?,curiosity,neutral,neutral,"You're all right, you know, you're gonna miss that guy."
11:08.2,11:09.2,Nie słyszę?,I can't hear?,confusion,surprise,mild,I'm not hearing anything.
11:09.2,11:10.2,Tak!,Yes!,agreement,happiness,mild,"Yeah, that's how it's been."
11:10.2,11:11.2,Dobrze.,Okay.,acceptance,neutral,neutral,"Okay, well, that's a good thing, and I'm going to take a look at it."
11:11.2,11:12.2,Do roboty!,Get to work!,impatience,anger,moderate,"For the sake of work, it's a job to do it!"
11:18.2,11:19.2,Wszystkie?,All of them?,curiosity,surprise,mild,All the townsfolk are the ones who's been following the house.
11:19.2,11:20.2,Wszystkie?,All of them?,doubt,surprise,mild,All the townsfolk are the ones who's been following the house.
11:20.2,11:21.2,Tak.,Yes.,acceptance,neutral,neutral,"Yeah, well, that's how it's been."
11:21.2,11:22.2,Każdą peseczkę?,Every little piece?,curiosity,surprise,mild,"Tell me, what are you gonna do?"
11:22.2,11:23.2,Na pół.,In half.,indifference,neutral,neutral,"On the other hand, it's a half of them."
11:23.2,11:24.2,Daj na pół.,Split it in half.,request,neutral,neutral,Give me a half-hour basis.
11:24.2,11:25.2,"No, daj.","Come on, give it.",impatience,anger,mild,"Oh, well, come on, let's just give it to you."
11:26.2,11:27.2,Dobra.,Okay.,acceptance,neutral,neutral,"All right, well, it's okay."
11:27.2,11:29.2,"Przemknęła mi myśl, czy to jest dobrze, że ja...","A thought crossed my mind, is it good that I...",doubt,fear,mild,"She left me alone, and I think it's okay to think it's okay if she's okay."
11:29.2,11:30.2,"Nie, nie, nie.","No, no, no.",rejection,anger,moderate,"No, no, no, no, no, no, no, no, no, no."
11:30.2,11:31.2,"Nie, nie, nie.","No, no, no.",rejection,anger,moderate,"No, no, no, no, no, no, no, no, no, no."
11:31.2,11:32.2,"Nie, nie, nie.","No, no, no.",rejection,anger,moderate,"No, no, no, no, no, no, no, no, no, no."
11:32.2,11:33.2,"Nie, nie, nie.","No, no, no.",rejection,anger,moderate,"No, no, no, no, no, no, no, no, no, no."
11:33.2,11:34.2,"Nie, nie, nie.","No, no, no.",rejection,anger,moderate,"No, no, no, no, no, no, no, no, no, no."
11:34.3,11:37.3,"Czy to jest dobrze, że ja tracę tyle czasu, żeby obrać warzywa,","Is it good that I waste so much time peeling vegetables,",doubt,sadness,mild,"Is it okay to make it to the end of the time-of-the-the-year-old boy is good, and I'm gonna blow it up."
11:37.3,11:39.3,"ale potem sobie myślę, hmm...","but then I think to myself, hmm...",contemplation,neutral,mild,But then I think I'm gonna have to take care of myself.
11:39.3,11:43.3,"Dziecko potrafi wydłubać z sosiku kawałeczek skórki,","A child can pick out a piece of skin from the sauce,",admiration,happiness,mild,"Baby, baby, the baby-in-law can have a baby-in-law-law-law-law-law-law-in-law-law-law-law-law-law-law-law."
11:43.3,11:45.3,"kawałeczek ziarenka i powiedzieć,","a little piece of grain and to say,",curiosity,neutral,neutral,"I'm gonna say, ""No, no, no, no."
11:45.3,11:47.3,"ble, nie, jem niedobre, fuj.","yuck, no, I eat something bad, ew.",aversion,disgust,moderate,"Go ahead, go ahead, go ahead, go ahead, get them."
11:47.3,11:48.3,Ładne jest.,It is nice.,appreciation,happiness,mild,It's nice to have been found in the middle of the equation.
11:48.3,11:50.3,Ja też się już trochę nauczyłam.,I have also learned a bit already.,pride,happiness,mild,I've also learned a bit of learning how I learned from you.
11:53.3,11:54.3,A ile już wam brakuje naleśników?,And how many pancakes are you missing already?,curiosity,neutral,mild,And how much do you have to do with that?
11:54.3,11:57.3,"16, 17, 18, 15, 20, 21.","16, 17, 18, 15, 20, 21.",neutrality,neutral,neutral,"Thursdays, 16th, 16th, 16th, 16th, 16th, 16th."
11:57.3,11:58.3,Dobra.,Okay.,acceptance,neutral,neutral,"All right, well, it's okay."
11:59.3,12:02.3,"Tu jeszcze 20, a ponad 20 muszę usmażyć.","Here are 20 more, and I have to fry over 20.",resignation,neutral,mild,"This is the 20th century, and I'm going to have to take over the next 20th century."
12:02.5,12:04.5,Żeby nie zabyła głodu dla żadnego dziecka.,So that no child would ever know hunger.,compassion,sadness,moderate,To keep an eye on the baby.
12:04.5,12:06.5,Zrobię trochę więcej dla głodoworów.,I will do a little more for the hungry ones.,compassion,happiness,mild,"I'll do a little more than that, you know?"
12:11.5,12:14.5,"Krzysiek, kapitan czerwonych, jest informatykiem.","Krzysiek, the captain of the reds, is an IT specialist.",objectivity,neutral,neutral,"Captain, there's a piece of coffee on the red carpet."
12:14.5,12:16.5,Teraz musi być szefem kuchni.,Now he has to be the chef.,expectation,neutral,neutral,"Now, the boss's got to be bossy."
12:16.5,12:17.5,"Dobra, piekarnik.","Alright, oven.",acceptance,neutral,neutral,"Okay, well, it's okay, um, it's all right."
12:17.5,12:21.5,"Wschodzi skórka, wyjmujesz, jesz co dalej, tak?","The crust rises, you take it out, you eat, what next, right?",curiosity,neutral,mild,"You're leaving them alone, so you're leaving them alone, aren't you?"
12:23.5,12:24.5,"Krzysiek, jak idzie?","Krzysiek, how's it going?",curiosity,neutral,neutral,"He says, ""No, no, no, no, no."
12:24.5,12:27.5,"Kompocik, myślę, że za jakieś 15-20 minut skończy.","Kompocik, I think it will be done in about 15-20 minutes.",expectation,neutral,neutral,"A 15-year-old, I think it's over there, like, 15 minutes."
12:27.5,12:30.5,"Sos do pizzy mamy już cały, w tym momencie się smaży.","We already have all the pizza sauce, it's frying at this moment.",contentment,happiness,mild,We've got a whole bunch of pizza before we've got a pizza breakthrough.
12:30.5,12:31.5,I wyrobi się się?,And will he manage?,uncertainty,fear,mild,"And I'm just saying, ""No, no, no, no."
12:31.7,12:32.7,Nie ma problemu.,No problem.,acceptance,neutral,neutral,"The problem is, uh, there's no problem, no problem."
12:32.7,12:33.7,Ciasto idzie do pieca?,Is the cake going into the oven?,curiosity,neutral,mild,The Cylons are going to have a little chatting on the wrist?
12:33.7,12:35.7,Mamy wszystkie elementy składowe.,We have all the components.,satisfaction,happiness,mild,We've got all the methods of common materials.
12:36.7,12:38.7,"Ale Krzysiek, wszystko zostało do zrobienia.","But Krzysiek, everything still needs to be done.",resignation,sadness,moderate,But there's nothing else to do with that.
12:38.7,12:40.7,"Musisz teraz zaczynać, dasz do pieca.","You have to start now, you'll give it your all.",determination,happiness,moderate,"You've got to start with the catwalker right now, now you're gonna start acting like a ball."
12:40.7,12:42.7,Nie można czekać na ostatniego minuta.,You can't wait until the last minute.,urgency,fear,moderate,You can't wait for the last minute.
12:42.7,12:43.7,Wszystko 150.,Everything 150.,indifference,neutral,neutral,It's all about the 15th century.
12:43.7,12:46.7,"Krzysiek, jesteś kapitan, ty masz kierować to, nie ja.","Krzysiek, you are the captain, you are supposed to lead this, not me.",resignation,sadness,mild,"Captain, you're the one who's got a bag of tricks, and I don't have a pocket."
12:46.7,12:47.7,Dobrze?,Good?,uncertainty,neutral,mild,"All right, so that's it."
12:47.7,12:48.7,Oczywiście.,Of course.,agreement,neutral,neutral,"Of course, we're going to have sex with you."
12:48.7,12:49.7,Okej.,Okay.,acceptance,neutral,neutral,"Okay, well, it's okay, and it's all right."
12:49.7,12:50.7,"Piana, ciasto do pieca.","Foam, dough to the oven.",anticipation,neutral,neutral,"Piper, you know what I'm saying."
12:50.7,12:51.7,"Jedzie, jedzie, jedzie.","He/she/it is going, going, going.",anticipation,neutral,mild,"Come on, you're gonna get a look at that."
12:51.7,12:52.7,"Nareszcie, nareszcie.","Finally, finally.",relief,happiness,moderate,"Finally, the Narn's going to be in a hurry."
12:52.7,12:53.7,"Jest szef, jest szef.","There is the boss, there is the boss.",acknowledgment,neutral,neutral,"He's the boss, the boss's boss, and he's a boss."
12:53.7,12:54.7,Dzięki szefie.,Thanks boss.,gratitude,happiness,mild,"Thanks to the boss, boss."
12:56.7,12:57.7,Puszczą gotowe?,Will they play the finished one?,curiosity,neutral,mild,"They're going to take over the bridge, and they're ready to get ready."
12:57.7,12:58.7,Tak.,Yes.,acceptance,neutral,neutral,"Yeah, well, that's how it's been."
12:58.8,13:01.8,"Uwaga, każdy degustuje nuggetsy, szybciutko.","Attention, everyone is tasting the nuggets, quickly.",urgency,surprise,moderate,"Go ahead, get a quicker with everyone's life, and we're gonna make it quick."
13:01.8,13:03.8,Dla mnie są zajebiste.,"For me, they are awesome.",admiration,happiness,moderate,"For me, they're fucking nuts."
13:03.8,13:04.8,Spróbujcie.,Try it.,encouragement,neutral,mild,Let's try and try to get a try and get some sleep.
13:04.8,13:07.8,"Ale takie będą w tym, my wyjmiemy z frytury, spokojnie.","But that's how they will be in this, we'll take them out of the fryer, don't worry.",reassurance,happiness,mild,"But we're gonna take the peace of this, and we're gonna take the peace of it."
13:07.8,13:09.8,"Wszyscy mi się słuchali, nie ze względu na wiek,","Everyone listened to me, not because of my age,",pride,happiness,mild,"All right, everybody's been listening to me for a century, and I'm not sure."
13:09.8,13:13.8,"tylko ze względu na to, że byłem ich szefem w tej momencie.",only because I was their boss at that moment.,resignation,neutral,mild,It's because I'm the one who's been on the right track.
13:13.8,13:14.8,Czy słuchacie się szefa?,Do you listen to the boss?,curiosity,neutral,neutral,Are you listening to the boss?
13:14.8,13:15.8,Tak.,Yes.,acceptance,neutral,neutral,"Yeah, well, that's how it's been."
13:15.8,13:16.8,Jakie pytanie.,What question.,confusion,surprise,mild,"What kind of question is that the question of question is, the question of the question is that the question is, uh..."
13:17.8,13:19.8,"Fajnie mieć taki zespół potem w kuchni,","It's nice to have such a team later in the kitchen,",appreciation,happiness,mild,"Good luck, then I'm gonna have a team in the kitchen kitchen kitchen."
13:19.8,13:23.8,gotując już naprawdę w restauracji czy gdziekolwiek.,cooking for real in a restaurant or anywhere.,reflection,neutral,neutral,It's a restaurant where it's really going to be found in the restaurant.
13:24.0,13:25.0,"Myślisz, że czerwoni są lepsi?",Do you think the reds are better?,curiosity,neutral,mild,You think they're better than the red carpet?
13:25.0,13:28.0,"Ja się obawiam, że jeszcze ciasto do pizza jest w trakcie zrobienia.",I'm afraid that the pizza dough is still in the process of being made.,worry,fear,mild,I'm afraid it's still a pizza to make a breakfast.
13:28.0,13:31.0,"Paweł od godzina ma mozzarella w maszyny,","Paweł has had mozzarella in the machine for an hour,",impatience,anger,mild,"Pursuant to the machines, in the short term of the time, there's no such thing as a muzzle"
13:31.0,13:33.0,które mieli od godziny.,which they had for an hour.,boredom,neutral,neutral,"They're supposed to have a couple of hours, and they're gonna have a fight."
13:35.0,13:37.0,Ja jestem przy fabryce sera po prostu teraz.,I am just at the cheese factory right now.,calm,neutral,neutral,"I'm just a factoryman, and now I'm just a factory."
13:37.0,13:40.0,"Mamy tego sera tyle, ale potrzeba go tyle dla dzieciaków na pizzę,","We have so much of this cheese, but we need this much for the kids' pizza,",concern,fear,mild,"We have so many kids, but you need a pizza, so that you need to wear it,"
13:40.0,13:43.0,bo pizza bez sera jest jak żołnierz bez karabinu.,because pizza without cheese is like a soldier without a rifle.,disappointment,sadness,mild,"It's like a pizza gunman, 'cause it's like a pizza gunman."
13:43.0,13:45.0,"Paweł, ile czasu potrzebujesz do końca sera?","Paweł, how much time do you need to finish the cheese?",curiosity,neutral,neutral,"Pursuant to you, how much time you need to make a mistake?"
13:45.0,13:46.0,Pół godziny.,Half an hour.,expectation,neutral,neutral,"It's a half hour, and it's not like that."
13:46.0,13:47.0,Pół godziny?,Half an hour?,curiosity,surprise,mild,"Six hours ago, you're gonna have to take a half-hour tour?"
13:47.0,13:48.0,Pół godziny.,Half an hour.,neutrality,neutral,neutral,"It's a half hour, and it's not like that."
13:48.0,13:49.0,Pół godziny.,Half an hour.,neutrality,neutral,neutral,"It's a half hour, and it's not like that."
13:49.0,13:50.0,Pół godziny.,Half an hour.,neutrality,neutral,neutral,"It's a half hour, and it's not like that."
13:50.0,13:51.0,Pół godziny.,Half an hour.,neutrality,neutral,neutral,"It's a half hour, and it's not like that."
13:51.1,13:53.1,"Paweł, ile czasu potrzebujesz do końca sera?","Paweł, how much time do you need to finish the cheese?",curiosity,neutral,neutral,"Pursuant to you, how much time you need to make a mistake?"
13:53.1,13:54.1,Pół godziny.,Half an hour.,expectation,neutral,neutral,"It's a half hour, and it's not like that."
13:54.1,13:55.1,Masz 20 minut.,You have 20 minutes.,pressure,fear,mild,"You've got 20 minutes, and you're going to have a row."
13:56.1,13:57.1,Okej.,Okay.,acceptance,neutral,neutral,"Okay, well, it's okay, and it's all right."
13:57.1,13:58.1,To tyle potrzebuję.,That's all I need.,contentment,happiness,mild,That's the way I need that.
13:58.1,13:59.1,Dzięki.,Thanks.,gratitude,happiness,mild,Thanks to the fact that we're in the middle of the game.
13:59.1,14:02.1,"Za każdym razem jak wykonałem zadanie zgłaszałem się do Krzyśka,","Every time I completed a task, I reported to Krzysiek,",diligence,neutral,mild,"Every time I was a kid, I was wondering how to make a job."
14:02.1,14:03.1,tak jak ustaliliśmy.,as we agreed.,agreement,neutral,neutral,We've been monitoring each other just like that.
14:04.1,14:06.1,"On mówił okej, to teraz zrób to.","He said okay, now do it.",compliance,neutral,neutral,"He said it's okay to do it now, okay?"
14:06.1,14:08.1,"Paweł, jesteś własnością Marii, pomóż mi z tym.","Paweł, you are Maria's property, help me with this.",submission,neutral,mild,"Lady Marlene, help me with this, and you're the one who can help me with you."
14:09.1,14:11.1,"Czułem się może trochę jak kuchcik,","I felt maybe a bit like a kitchen helper,",self-deprecation,sadness,mild,"I felt a bit like a cook, maybe I felt like a cook."
14:11.1,14:13.1,"ale wiedziałem, że taka osoba jest niezbędna",but I knew that such a person is indispensable,certainty,neutral,mild,"I knew there was a person who was necessary, but I knew it was necessary for you."
14:13.1,14:15.1,"po to, żeby zadanie zostało wykonane.",so that the task gets done.,determination,neutral,neutral,"In fact, it's obvious that it's a task force to be done."
14:21.1,14:22.1,Chodź.,Come.,invitation,neutral,neutral,"Come on, let's go."
14:24.1,14:25.1,Paweł.,Paweł.,neutrality,neutral,neutral,Pursuant to you in the middle of the game.
14:25.1,14:28.1,"Paweł, prosiłbym Cię o smarowanie już tych blatów","Paweł, I would ask you to start greasing those countertops now",request,neutral,neutral,"I'd like to mention you, you know, you're gonna have to go to those bricks, you know?"
14:28.1,14:30.1,"i nakładanie sera, dziękuję.","and putting on cheese, thank you.",gratitude,happiness,mild,I want you to know what I'm doing.
14:32.1,14:34.1,"To wkładamy już pizzę, pieczemy i następnie...","Now we put the pizza in, bake it, and then...",anticipation,neutral,mild,"It's a pizza, and then we're gonna put a pizza eye on the TV and then..."
14:34.1,14:36.1,Tam pod wianą masz sos.,There under the wreath you have sauce.,calm,neutral,neutral,That's where you've got the sauce to hide.
14:37.1,14:39.1,A w Kanadzie macie keczup?,"And in Canada, do you have ketchup?",curiosity,neutral,mild,And you're in the middle of Canada.
14:40.1,14:41.1,Tak.,Yes.,acceptance,neutral,neutral,"Yeah, well, that's how it's been."
14:41.1,14:42.1,A spróbowałeś ten?,And did you try this one?,curiosity,neutral,mild,And this one's been trying to try and try and try it again.
14:43.1,14:44.1,Tak.,Yes.,acceptance,neutral,neutral,"Yeah, well, that's how it's been."
14:44.1,14:45.1,I?,I?,confusion,surprise,mild,And I'm not sure what it is.
14:45.1,14:47.1,"No, muszę dostosować go do dzieci.","No, I have to adapt it for children.",responsibility,neutral,neutral,"Come on, kids, I have to cut it out."
14:48.1,14:50.1,"Ale dzieci lubią keczup, keczup.","But children like ketchup, ketchup.",fondness,happiness,mild,"But he likes to like the kids, he likes to talk to you."
14:50.3,14:52.3,"O smaku keczupu, a nie przecieru.","With the taste of ketchup, not puree.",preference,neutral,neutral,"Oh, my god, you're going to have a bathtub."
14:53.3,14:54.3,Czarli to doświadczony tata.,Czarli is an experienced dad.,pride,happiness,mild,The black dad's dad's dad's dad is the one who's been following the experience.
14:54.3,14:56.3,"Wie, co dzieci lubią.",He/she knows what children like.,confidence,neutral,neutral,"He knows what he likes to do, and he's not like kids."
14:58.3,15:00.3,Nie wykorzystaliśmy tej wskazówki.,We didn't use this clue.,regret,sadness,mild,We've been monitoring this instrument.
15:00.3,15:03.3,"Nie wiem w tej chwili, czy to dobrze, czy to źle.",I don't know right now if it's good or bad.,uncertainty,neutral,mild,"I don't know if it's a bad thing, and it's a bad thing to do right now."
15:03.3,15:04.3,To się okaże.,We'll see.,uncertainty,neutral,neutral,It's a test to be found in a row.
